,t(ms),V(mV) Spine Head - M,V(mV) Spine Head - lb,V(mV) Spine Head - ub,V(mV) Dendritic shaft - M,V(mV) Dendritic shaft - lb,V(mV) Dendritic shaft - ub,V(mV) Soma - M,V(mV) Soma - lb,V(mV) Soma - ub
6957,227.85000000000002,-69.99966141213773,-69.99981811823864,-69.99940698081183,-69.99982755331867,-69.99991332114267,-69.99964394159183,-69.99994675311248,-69.99997235244582,-69.99989436571961
6958,227.90000000000003,-69.99966141744792,-69.99981812525452,-69.99940698634764,-69.9998275539354,-69.99991332203275,-69.99964394933285,-69.99994675386165,-69.99997235267021,-69.99989437137455
6959,227.95000000000005,-69.99966142274252,-69.99981813224981,-69.99940699186719,-69.99982755455032,-69.99991332292021,-69.99964395705113,-69.99994675460862,-69.99997235289395,-69.9998943770129
6960,228.0,-69.99966142802157,-69.99981813922454,-69.99940699737053,-69.99982755516344,-69.99991332380506,-69.99964396474675,-69.99994675535339,-69.99997235311703,-69.99989438263468
6961,228.05,-69.99966143328513,-69.99981814617881,-69.99940700285771,-69.99982755577476,-69.99991332468733,-69.99964397241978,-69.99994675609598,-69.99997235333944,-69.99989438823995
6962,228.10000000000002,-69.99966143853322,-69.99981815311266,-69.99940700832879,-69.99982755638429,-69.999913325567,-69.99964398007027,-69.99994675683638,-69.99997235356122,-69.99989439382877
6963,228.15000000000003,-69.9996614437659,-69.99981816002614,-69.9994070137838,-69.99982755699202,-69.99991332644407,-69.9996439876983,-69.9999467575746,-69.99997235378234,-69.99989439940117
6964,228.20000000000005,-69.99966144898322,-69.99981816691931,-69.99940701922277,-69.99982755759797,-69.99991332731858,-69.99964399530393,-69.99994675831067,-69.99997235400281,-69.99989440495722
6965,228.25,-69.99966145418522,-69.99981817379225,-69.99940702464579,-69.99982755820213,-69.99991332819052,-69.99964400288722,-69.99994675904458,-69.99997235422262,-69.99989441049695
6966,228.3,-69.99966145937194,-69.99981818064501,-69.99940703005286,-69.99982755880453,-69.9999133290599,-69.99964401044825,-69.99994675977632,-69.9999723544418,-69.99989441602041
6967,228.35000000000002,-69.99966146454341,-69.99981818747763,-69.99940703544408,-69.99982755940515,-69.99991332992673,-69.99964401798708,-69.99994676050592,-69.99997235466033,-69.99989442152766
6968,228.40000000000003,-69.99966146969972,-69.9998181942902,-69.99940704081945,-69.99982756000401,-69.999913330791,-69.99964402550376,-69.99994676123337,-69.99997235487822,-69.99989442701873
6969,228.45000000000005,-69.99966147484088,-69.99981820108276,-69.99940704617904,-69.99982756060112,-69.99991333165275,-69.99964403299838,-69.9999467619587,-69.99997235509547,-69.99989443249369
6970,228.5,-69.99966147996693,-69.99981820785537,-69.9994070515229,-69.99982756119647,-69.99991333251195,-69.99964404047098,-69.99994676268189,-69.99997235531208,-69.99989443795256
6971,228.55,-69.99966148507794,-69.9998182146081,-69.99940705685106,-69.99982756179007,-69.99991333336864,-69.99964404792165,-69.99994676340295,-69.99997235552806,-69.9998944433954
6972,228.60000000000002,-69.99966149017393,-69.99981822134099,-69.99940706216356,-69.99982756238192,-69.99991333422281,-69.99964405535043,-69.99994676412189,-69.9999723557434,-69.99989444882227
6973,228.65000000000003,-69.99966149525497,-69.99981822805411,-69.99940706746047,-69.99982756297204,-69.99991333507448,-69.9996440627574,-69.99994676483873,-69.9999723559581,-69.9998944542332
6974,228.70000000000005,-69.99966150032108,-69.99981823474752,-69.99940707274182,-69.99982756356043,-69.99991333592364,-69.99964407014261,-69.99994676555346,-69.99997235617218,-69.99989445962824
6975,228.75,-69.99966150537232,-69.99981824142128,-69.99940707800766,-69.99982756414708,-69.9999133367703,-69.99964407750613,-69.99994676626609,-69.99997235638563,-69.99989446500744
6976,228.8,-69.99966151040871,-69.99981824807544,-69.99940708325805,-69.99982756473202,-69.99991333761449,-69.99964408484804,-69.99994676697663,-69.99997235659845,-69.99989447037085
6977,228.85000000000002,-69.99966151543032,-69.99981825471005,-69.99940708849302,-69.99982756531524,-69.99991333845618,-69.9996440921684,-69.99994676768509,-69.99997235681064,-69.9998944757185
6978,228.90000000000003,-69.99966152043719,-69.99981826132519,-69.9994070937126,-69.99982756589675,-69.99991333929542,-69.99964409946725,-69.99994676839145,-69.99997235702222,-69.99989448105046
6979,228.95000000000005,-69.99966152542935,-69.9998182679209,-69.99940709891686,-69.99982756647654,-69.99991334013218,-69.99964410674467,-69.99994676909576,-69.99997235723316,-69.99989448636676
6980,229.0,-69.99966153040684,-69.99981827449724,-69.99940710410584,-69.99982756705464,-69.9999133409665,-69.99964411400072,-69.99994676979799,-69.9999723574435,-69.99989449166745
6981,229.05,-69.99966153536973,-69.99981828105426,-69.99940710927957,-69.99982756763103,-69.99991334179836,-69.99964412123546,-69.99994677049816,-69.9999723576532,-69.99989449695258
6982,229.10000000000002,-69.99966154031803,-69.99981828759203,-69.99940711443811,-69.99982756820573,-69.99991334262776,-69.99964412844895,-69.99994677119626,-69.9999723578623,-69.99989450222219
6983,229.15000000000003,-69.99966154525181,-69.99981829411061,-69.99940711958152,-69.99982756877876,-69.99991334345475,-69.99964413564128,-69.99994677189233,-69.99997235807079,-69.99989450747633
6984,229.20000000000005,-69.9996615501711,-69.99981830061004,-69.9994071247098,-69.99982756935009,-69.99991334427929,-69.99964414281247,-69.99994677258634,-69.99997235827867,-69.99989451271503
6985,229.25,-69.99966155507593,-69.9998183070904,-69.99940712982304,-69.99982756991974,-69.99991334510143,-69.9996441499626,-69.99994677327832,-69.99997235848593,-69.99989451793836
6986,229.3,-69.99966155996637,-69.9998183135517,-69.99940713492126,-69.99982757048772,-69.99991334592114,-69.99964415709175,-69.99994677396828,-69.99997235869259,-69.99989452314634
6987,229.35000000000002,-69.99966156484244,-69.99981831999405,-69.9994071400045,-69.99982757105404,-69.99991334673845,-69.99964416419995,-69.9999467746562,-69.99997235889863,-69.99989452833903
6988,229.40000000000003,-69.9996615697042,-69.99981832641747,-69.99940714507281,-69.9998275716187,-69.99991334755336,-69.99964417128729,-69.9999467753421,-69.99997235910408,-69.99989453351647
6989,229.45000000000005,-69.99966157455168,-69.99981833282203,-69.99940715012625,-69.99982757218169,-69.99991334836588,-69.9996441783538,-69.99994677602598,-69.99997235930891,-69.99989453867872
6990,229.5,-69.99966157938492,-69.99981833920778,-69.99940715516483,-69.99982757274303,-69.99991334917601,-69.99964418539957,-69.99994677670786,-69.99997235951315,-69.9998945438258
6991,229.55,-69.99966158420396,-69.99981834557478,-69.99940716018862,-69.99982757330272,-69.99991334998376,-69.99964419242465,-69.99994677738773,-69.99997235971679,-69.99989454777415
6992,229.60000000000002,-69.99966158900887,-69.9998183519231,-69.99940716519767,-69.99982757386077,-69.99991335078913,-69.9996441994291,-69.9999467780656,-69.99997235991984,-69.99989455167356
6993,229.65000000000003,-69.99966159379964,-69.99981835825275,-69.999407170192,-69.99982757441717,-69.99991335159214,-69.99964420641298,-69.99994677874149,-69.99997236012229,-69.99989455556153
6994,229.70000000000005,-69.99966159857637,-69.99981836456384,-69.99940717517167,-69.99982757497195,-69.9999133523928,-69.99964421337636,-69.9999467794154,-69.99997236032414,-69.99989455943808
6995,229.75,-69.99966160333905,-69.99981837085637,-69.9994071801367,-69.99982757552509,-69.9999133531911,-69.99964422031928,-69.99994678008731,-69.99997236052539,-69.99989456330324
6996,229.8,-69.99966160808775,-69.99981837713044,-69.99940718508716,-69.99982757607661,-69.99991335398705,-69.99964422724182,-69.99994678075727,-69.99997236072606,-69.99989456715706
6997,229.85000000000002,-69.9996616128225,-69.99981838338607,-69.99940719002308,-69.99982757662652,-69.99991335478067,-69.99964423414403,-69.99994678142525,-69.99997236092614,-69.99989457099954
6998,229.90000000000003,-69.99966161754335,-69.99981838962334,-69.99940719494451,-69.9998275771748,-69.99991335557196,-69.99964424102596,-69.99994678209127,-69.99997236112563,-69.99989457483076
6999,229.95000000000005,-69.99966162225034,-69.9998183958423,-69.99940719985149,-69.99982757772148,-69.99991335636093,-69.99964424788769,-69.99994678275534,-69.99997236132452,-69.99989457865072
7000,230.0,-69.9996616269435,-69.99981840204299,-69.99940720474405,-69.99982757826655,-69.99991335714758,-69.99964425472928,-69.99994678341746,-69.99997236152284,-69.99989458245946
7001,230.05,-69.9996616316229,-69.99981840822548,-69.99940720962225,-69.99982757881001,-69.99991335793192,-69.99964426155077,-69.99994678407762,-69.99997236172057,-69.99989458625701
7002,230.10000000000002,-69.99966163628854,-69.99981841438981,-69.99940721448611,-69.99982757935189,-69.99991335871395,-69.99964426835223,-69.99994678473585,-69.99997236191773,-69.99989459004343
7003,230.15000000000003,-69.99966164094047,-69.99981842053603,-69.9994072193357,-69.99982757989217,-69.99991335949369,-69.9996442751337,-69.99994678539215,-69.9999723621143,-69.99989459381871
7004,230.20000000000005,-69.99966164557875,-69.9998184266642,-69.99940722417105,-69.99982758043086,-69.99991336027114,-69.99964428189529,-69.99994678604652,-69.9999723623103,-69.99989459758291
7005,230.25,-69.99966165020341,-69.99981843277439,-69.9994072289922,-69.99982758096797,-69.99991336104631,-69.999644288637,-69.99994678669897,-69.99997236250573,-69.99989460133605
7006,230.3,-69.99966165481449,-69.99981843886663,-69.99940723379918,-69.99982758150351,-69.9999133618192,-69.99964429535892,-69.9999467873495,-69.99997236270057,-69.99989460507818
7007,230.35000000000002,-69.99966165941203,-69.99981844494097,-69.99940723859204,-69.99982758203748,-69.99991336258982,-69.9996443020611,-69.99994678799813,-69.99997236289485,-69.99989460880933
7008,230.40000000000003,-69.99966166399605,-69.99981845099748,-69.99940724337084,-69.99982758256988,-69.99991336335817,-69.9996443087436,-69.99994678864485,-69.99997236308856,-69.99989461252952
7009,230.45000000000005,-69.99966166856663,-69.9998184570362,-69.9994072481356,-69.99982758310071,-69.99991336412428,-69.99964431540648,-69.99994678928967,-69.9999723632817,-69.99989461623878
7010,230.5,-69.99966167312378,-69.9998184630572,-69.99940725288637,-69.99982758362998,-69.99991336488813,-69.9996443220498,-69.9999467899326,-69.99997236347427,-69.99989461993714
7011,230.55,-69.99966167766755,-69.9998184690605,-69.99940725762319,-69.9998275841577,-69.99991336564973,-69.9996443286736,-69.99994679057363,-69.99997236366627,-69.99989462362464
7012,230.60000000000002,-69.99966168219797,-69.99981847504618,-69.9994072623461,-69.99982758468387,-69.9999133664091,-69.99964433527795,-69.99994679121279,-69.99997236385771,-69.99989462730132
7013,230.65000000000003,-69.99966168671509,-69.99981848101429,-69.99940726705513,-69.9998275852085,-69.99991336716624,-69.99964434186292,-69.99994679185008,-69.99997236404859,-69.99989463096719
7014,230.70000000000005,-69.99966169121895,-69.99981848696487,-69.99940727175034,-69.99982758573158,-69.99991336792117,-69.99964434842853,-69.99994679248549,-69.9999723642389,-69.99989463462231
7015,230.75,-69.99966169570956,-69.99981849289797,-69.99940727643175,-69.99982758625312,-69.99991336867387,-69.99964435497488,-69.99994679311904,-69.99997236447355,-69.9998946382667
7016,230.8,-69.999661700187,-69.99981849881365,-69.99940728109944,-69.99982758677314,-69.99991336942436,-69.999644361502,-69.99994679375072,-69.99997236535546,-69.99989464190037
7017,230.85000000000002,-69.9996617046513,-69.99981850471197,-69.9994072857534,-69.99982758729162,-69.99991337017265,-69.99964436800995,-69.99994679438055,-69.99997236623479,-69.99989464552338
7018,230.90000000000003,-69.99966170910247,-69.99981851059295,-69.9994072903937,-69.99982758780858,-69.99991337091873,-69.9996443744988,-69.99994679500853,-69.99997236711152,-69.99989464913575
7019,230.95000000000005,-69.99966171354059,-69.99981851645667,-69.99940729502036,-69.99982758832404,-69.99991337166263,-69.99964438096859,-69.99994679563466,-69.99997236798569,-69.99989465273752
7020,231.0,-69.99966171796567,-69.99981852230317,-69.99940729963345,-69.99982758883797,-69.99991337240434,-69.99964438741938,-69.99994679625895,-69.9999723688573,-69.9998946563287
7021,231.05,-69.99966172237774,-69.9998185281325,-69.99940730423299,-69.99982758935039,-69.99991337314387,-69.99964439385123,-69.99994679688142,-69.99997236972634,-69.99989465990934
7022,231.10000000000002,-69.99966172677686,-69.99981853394472,-69.99940730881902,-69.99982758986131,-69.99991337388124,-69.99964440026419,-69.99994679750205,-69.99997237059283,-69.99989466347947
7023,231.15000000000003,-69.99966173116307,-69.99981853973986,-69.99940731339157,-69.99982759037073,-69.99991337461644,-69.9996444066583,-69.99994679812086,-69.99997237145678,-69.99989466703911
7024,231.20000000000005,-69.99966173553639,-69.99981854551798,-69.99940731795071,-69.99982759087865,-69.99991337534948,-69.99964441303366,-69.99994679873785,-69.99997237231818,-69.9998946705883
7025,231.25,-69.99966173989687,-69.99981855127913,-69.99940732249645,-69.99982759138508,-69.99991337608036,-69.9996444193903,-69.99994679935304,-69.99997237317706,-69.99989467412708
7026,231.3,-69.99966174424455,-69.99981855702337,-69.99940732702885,-69.99982759189002,-69.9999133768091,-69.99964442572825,-69.99994679996642,-69.99997237403342,-69.99989467765545
7027,231.35000000000002,-69.99966174857946,-69.99981856275075,-69.99940733154793,-69.99982759239349,-69.9999133775357,-69.9996444320476,-69.999946800578,-69.99997237488726,-69.99989468117346
7028,231.40000000000003,-69.99966175290163,-69.99981856846131,-69.99940733605374,-69.99982759289547,-69.99991337826017,-69.9996444383484,-69.99994680118778,-69.9999723757386,-69.99989468468114
7029,231.45000000000005,-69.99966175721111,-69.99981857415509,-69.99940734054631,-69.99982759339598,-69.99991337898251,-69.99964444463069,-69.99994680179576,-69.99997237658744,-69.99989468817851
