,t(ms),V(mV) Spine Head - M,V(mV) Spine Head - lb,V(mV) Spine Head - ub,V(mV) Dendritic shaft - M,V(mV) Dendritic shaft - lb,V(mV) Dendritic shaft - ub,V(mV) Soma - M,V(mV) Soma - lb,V(mV) Soma - ub
1393,-50.349999999999994,-69.9996633601587,-69.99982013590994,-69.99940909048976,-69.99982852835296,-69.9999136657468,-69.99964686498241,-69.99994720965772,-69.99997272634354,-69.99989532900574
1394,-50.3,-69.9996633597346,-69.99982013566617,-69.99940908955732,-69.99982852776535,-69.99991366557424,-69.9996468637896,-69.99994720921023,-69.99997272608815,-69.999895328187
1395,-50.25,-69.99966335931225,-69.9998201354234,-69.99940908862874,-69.99982852718016,-69.9999136654024,-69.99964686260172,-69.99994720876461,-69.99997272583381,-69.99989532737165
1396,-50.2,-69.99966335889167,-69.99982013518166,-69.99940908770401,-69.99982852659741,-69.99991366523128,-69.9996468614188,-69.99994720832083,-69.99997272558053,-69.99989532655968
1397,-50.14999999999999,-69.99966335847282,-69.99982013494093,-69.99940908678313,-69.99982852601708,-69.99991366506086,-69.99964686024077,-69.9999472078789,-69.9999727253283,-69.99989532575108
1398,-50.099999999999994,-69.99966335805571,-69.9998201347012,-69.99940908586608,-69.99982852543917,-69.99991366489115,-69.99964685906765,-69.99994720743881,-69.99997272507711,-69.99989532494584
1399,-50.05,-69.99966335764036,-69.99982013446245,-69.99940908495283,-69.99982852486364,-69.99991366472216,-69.9996468578994,-69.99994720700053,-69.99997272482697,-69.99989532414394
1400,-50.0,-69.99966335722672,-69.9998201342247,-69.99940908404336,-69.99982852429052,-69.99991366455386,-69.999646856736,-69.99994720656407,-69.99997272457787,-69.99989532334537
1401,-49.95,-69.9996633568148,-69.99982013398795,-69.99940908313768,-69.99982852371977,-69.99991366438627,-69.99964685557744,-69.99994720612943,-69.99997272432981,-69.99989532255012
1402,-49.89999999999999,-69.9996633564046,-69.99982013375218,-69.99940908223576,-69.9998285231514,-69.99991366421938,-69.99964685442369,-69.9999472056966,-69.99997272408277,-69.99989532175816
1403,-49.849999999999994,-69.99966335599609,-69.99982013351739,-69.99940908133757,-69.99982852258537,-69.99991366405318,-69.99964685327473,-69.99994720526556,-69.99997272383675,-69.99989532096949
1404,-49.8,-69.99966335558929,-69.99982013328358,-69.99940908044313,-69.99982852202172,-69.99991366388767,-69.99964685213054,-69.9999472048363,-69.99997272359175,-69.9998953201841
1405,-49.75,-69.99966335518417,-69.99982013305075,-69.99940907955241,-69.9998285214604,-69.99991366372285,-69.99964685099111,-69.99994720440884,-69.99997272334778,-69.99989531940196
1406,-49.7,-69.99966335478074,-69.99982013281888,-69.99940907866537,-69.9998285209014,-69.99991366355871,-69.9996468498564,-69.99994720398314,-69.99997272310482,-69.99989531862308
1407,-49.64999999999999,-69.999663354379,-69.99982013258798,-69.99940907778202,-69.99982852034474,-69.99991366339528,-69.99964684872643,-69.99994720355922,-69.99997272286286,-69.99989531784742
1408,-49.599999999999994,-69.99966335397892,-69.99982013235804,-69.99940907690234,-69.99982851979037,-69.9999136632325,-69.99964684760113,-69.99994720313705,-69.99997272262192,-69.99989531707499
1409,-49.55,-69.99966335358049,-69.99982013212906,-69.99940907602631,-69.99982851923832,-69.99991366307042,-69.9996468464805,-69.99994720271664,-69.99997272238197,-69.99989531630575
1410,-49.5,-69.99966335318373,-69.99982013190103,-69.99940907515392,-69.99982851868856,-69.999913662909,-69.99964684536454,-69.99994720229797,-69.99997272214301,-69.99989531553972
1411,-49.45,-69.99966335278862,-69.99982013167394,-69.99940907428515,-69.99982851814107,-69.99991366274826,-69.9996468442532,-69.99994720188104,-69.99997272190505,-69.99989531477686
1412,-49.39999999999999,-69.99966335239515,-69.9998201314478,-69.99940907341998,-69.99982851759587,-69.99991366258818,-69.9996468431465,-69.99994720146584,-69.99997272166809,-69.99989531401717
1413,-49.349999999999994,-69.99966335200331,-69.99982013122262,-69.99940907255841,-69.99982851705293,-69.99991366242878,-69.99964684204437,-69.99994720105236,-69.9999727214321,-69.99989531326062
1414,-49.3,-69.99966335161311,-69.99982013099836,-69.99940907170041,-69.99982851651224,-69.99991366227005,-69.99964684094684,-69.9999472006406,-69.9999727211971,-69.99989531250722
1415,-49.25,-69.99966335122453,-69.99982013077503,-69.99940907084599,-69.9998285159738,-69.99991366211196,-69.99964683985385,-69.99994720023055,-69.99997272096306,-69.99989531175694
1416,-49.2,-69.99966335083755,-69.99982013055265,-69.99940906999511,-69.9998285154376,-69.99991366195454,-69.99964683876541,-69.9999471998222,-69.99997272073,-69.9998953110098
1417,-49.14999999999999,-69.9996633504522,-69.99982013033117,-69.99940906914776,-69.99982851490361,-69.99991366179776,-69.9996468376815,-69.99994719941554,-69.99997272049791,-69.99989531026574
1418,-49.099999999999994,-69.99966335006843,-69.99982013011063,-69.99940906830393,-69.99982851437186,-69.99991366164164,-69.99964683660207,-69.99994719901058,-69.99997272026678,-69.99989530952477
1419,-49.05,-69.99966334968627,-69.999820129891,-69.9994090674636,-69.9998285138423,-69.99991366148618,-69.99964683552713,-69.99994719860729,-69.99997272003661,-69.99989530878688
1420,-49.0,-69.99966334930569,-69.9998201296723,-69.99940906662677,-69.99982851331495,-69.99991366133136,-69.99964683445666,-69.99994719820567,-69.99997271980739,-69.99989530805205
1421,-48.95,-69.9996633489267,-69.99982012945449,-69.9994090657934,-69.99982851278979,-69.99991366117719,-69.99964683339064,-69.99994719780572,-69.99997271957912,-69.99989530732027
1422,-48.89999999999999,-69.99966334854928,-69.99982012923759,-69.9994090649635,-69.9998285122668,-69.99991366102365,-69.99964683232903,-69.99994719740744,-69.9999727193518,-69.99989530659153
1423,-48.849999999999994,-69.99966334817343,-69.9998201290216,-69.99940906413704,-69.99982851174599,-69.99991366087076,-69.99964683127185,-69.9999471970108,-69.99997271912542,-69.9998953058658
1424,-48.8,-69.99966334779914,-69.9998201288065,-69.99940906331402,-69.99982851122735,-69.9999136607185,-69.99964683021905,-69.9999471966158,-69.99997271889998,-69.9998953051431
1425,-48.75,-69.9996633474264,-69.9998201285923,-69.99940906249441,-69.99982851071086,-69.99991366056688,-69.99964682917063,-69.99994719622246,-69.99997271867548,-69.99989530442339
1426,-48.7,-69.99966334705523,-69.999820128379,-69.99940906167821,-69.99982851019651,-69.99991366041588,-69.99964682812656,-69.99994719583076,-69.99997271845191,-69.99989530370667
1427,-48.64999999999999,-69.99966334668558,-69.99982012816659,-69.99940906086539,-69.99982850968429,-69.99991366026552,-69.99964682708682,-69.99994719544067,-69.99997271822927,-69.99989530299293
1428,-48.599999999999994,-69.99966334631748,-69.99982012795505,-69.99940906005594,-69.99982850917421,-69.99991366011578,-69.9996468260514,-69.9999471950522,-69.99997271800756,-69.99989530228214
1429,-48.55,-69.9996633459509,-69.9998201277444,-69.99940905924986,-69.99982850866625,-69.99991365996667,-69.99964682502028,-69.99994719466534,-69.99997271778676,-69.99989530157431
1430,-48.5,-69.99966334558586,-69.99982012753462,-69.99940905844713,-69.99982850816039,-69.99991365981818,-69.99964682399344,-69.99994719428008,-69.99997271756689,-69.99989530086941
1431,-48.45,-69.99966334522232,-69.9998201273257,-69.99940905764772,-69.99982850765663,-69.9999136596703,-69.99964682297087,-69.99994719389643,-69.99997271734793,-69.99989530016744
1432,-48.39999999999999,-69.9996633448603,-69.99982012711767,-69.99940905685165,-69.99982850715497,-69.99991365952303,-69.99964682195255,-69.99994719351437,-69.99997271712988,-69.99989529946838
1433,-48.349999999999994,-69.99966334449978,-69.99982012691049,-69.99940905605887,-69.99982850665539,-69.99991365937639,-69.99964682093847,-69.9999471931339,-69.99997271691272,-69.99989529877222
1434,-48.3,-69.99966334414076,-69.99982012670418,-69.99940905526938,-69.99982850615788,-69.99991365923034,-69.99964681992859,-69.99994719275502,-69.99997271669648,-69.99989529807895
1435,-48.25,-69.99966334378323,-69.99982012649873,-69.99940905448317,-69.99982850566245,-69.99991365908491,-69.9996468189229,-69.99994719237769,-69.99997271648112,-69.99989529738856
1436,-48.2,-69.99966334342719,-69.99982012629414,-69.99940905370022,-69.99982850516906,-69.99991365894009,-69.99964681792137,-69.99994719200194,-69.99997271626667,-69.99989529670104
1437,-48.14999999999999,-69.99966334307263,-69.9998201260904,-69.99940905292053,-69.99982850467774,-69.99991365879586,-69.99964681692403,-69.99994719162774,-69.9999727160531,-69.99989529601638
1438,-48.099999999999994,-69.99966334271953,-69.9998201258875,-69.99940905214407,-69.99982850418844,-69.99991365865225,-69.99964681593082,-69.9999471912551,-69.99997271584041,-69.99989529533455
1439,-48.05,-69.99966334236791,-69.99982012568545,-69.99940905137085,-69.99982850370118,-69.99991365850923,-69.99964681494173,-69.999947190884,-69.99997271562862,-69.99989529465556
1440,-48.0,-69.99966334201774,-69.99982012548423,-69.99940905060083,-69.99982850321594,-69.9999136583668,-69.99964681395674,-69.99994719051445,-69.9999727154177,-69.99989529397938
1441,-47.95,-69.99966334166903,-69.99982012528386,-69.999409049834,-69.99982850273271,-69.99991365822495,-69.99964681297585,-69.99994719014643,-69.99997271520765,-69.99989529330601
1442,-47.89999999999999,-69.99966334132178,-69.99982012508433,-69.99940904907037,-69.9998285022515,-69.99991365808371,-69.99964681199904,-69.99994718977993,-69.99997271499848,-69.99989529263543
1443,-47.849999999999994,-69.99966334097596,-69.99982012488562,-69.9994090483099,-69.99982850177228,-69.99991365794305,-69.99964681102628,-69.99994718941495,-69.99997271479018,-69.99989529196763
1444,-47.8,-69.99966334063159,-69.99982012468773,-69.99940904755259,-69.99982850129506,-69.99991365780298,-69.99964681005757,-69.9999471890515,-69.99997271458274,-69.99989529130261
1445,-47.75,-69.99966334028863,-69.99982012449067,-69.99940904679842,-69.9998285008198,-69.9999136576635,-69.99964680909288,-69.99994718868955,-69.99997271437616,-69.99989529064034
1446,-47.7,-69.99966333994712,-69.99982012429443,-69.99940904604738,-69.99982850034654,-69.99991365752459,-69.99964680813218,-69.9999471883291,-69.99997271417044,-69.99989528998083
1447,-47.64999999999999,-69.99966333960701,-69.99982012409902,-69.99940904529946,-69.99982849987524,-69.99991365738626,-69.99964680717548,-69.99994718797015,-69.99997271396558,-69.99989528932404
1448,-47.599999999999994,-69.99966333926832,-69.9998201239044,-69.99940904455464,-69.9998284994059,-69.9999136572485,-69.99964680622276,-69.99994718761269,-69.99997271376157,-69.99989528866999
1449,-47.55,-69.99966333893104,-69.9998201237106,-69.99940904381292,-69.99982849893848,-69.9999136571113,-69.99964680527398,-69.99994718725671,-69.99997271355839,-69.99989528801865
1450,-47.5,-69.99966333859516,-69.99982012351761,-69.99940904307428,-69.99982849847302,-69.9999136569747,-69.99964680432916,-69.9999471869022,-69.99997271335607,-69.99989528737001
1451,-47.45,-69.99966333826067,-69.99982012332542,-69.99940904233871,-69.99982849800949,-69.99991365683866,-69.99964680338826,-69.99994718654918,-69.99997271315459,-69.99989528672407
1452,-47.39999999999999,-69.99966333792759,-69.99982012313403,-69.99940904160619,-69.9998284975479,-69.99991365670317,-69.99964680245125,-69.99994718619762,-69.99997271295393,-69.99989528608081
1453,-47.349999999999994,-69.99966333759588,-69.99982012294343,-69.9994090408767,-69.99982849708822,-69.99991365656825,-69.99964680151815,-69.99994718584752,-69.99997271275411,-69.99989528544022
1454,-47.3,-69.99966333726553,-69.99982012275362,-69.99940904015025,-69.99982849663044,-69.9999136564339,-69.99964680058892,-69.99994718549887,-69.99997271255512,-69.99989528480228
1455,-47.25,-69.99966333693658,-69.99982012256461,-69.99940903942682,-69.99982849617456,-69.99991365630011,-69.99964679966354,-69.99994718515167,-69.99997271235696,-69.999895284167
1456,-47.2,-69.99966333660898,-69.99982012237639,-69.99940903870639,-69.99982849572058,-69.99991365616687,-69.999646798742,-69.9999471848059,-69.99997271215962,-69.99989528353434
1457,-47.14999999999999,-69.99966333628275,-69.99982012218895,-69.99940903798894,-69.99982849526849,-69.99991365603418,-69.9996467978243,-69.99994718446158,-69.9999727119631,-69.99989528290432
1458,-47.099999999999994,-69.99966333595786,-69.99982012200228,-69.99940903727449,-69.99982849481826,-69.99991365590205,-69.99964679691041,-69.99994718411868,-69.9999727117674,-69.99989528227691
1459,-47.05,-69.99966333563434,-69.9998201218164,-69.999409036563,-69.99982849436991,-69.99991365577047,-69.9996467960003,-69.99994718377721,-69.99997271157251,-69.9998952816521
1460,-47.0,-69.99966333531215,-69.99982012163127,-69.99940903585444,-69.99982849392342,-69.99991365563943,-69.999646795094,-69.99994718343714,-69.99997271137843,-69.9998952810299
1461,-46.95,-69.99966333499131,-69.99982012144693,-69.99940903514884,-69.99982849347879,-69.99991365550895,-69.99964679419143,-69.9999471830985,-69.99997271118515,-69.99989528041026
1462,-46.89999999999999,-69.9996633346718,-69.99982012126335,-69.99940903444617,-69.999828493036,-69.999913655379,-69.99964679329263,-69.99994718276126,-69.99997271099268,-69.9998952797932
1463,-46.849999999999994,-69.99966333435361,-69.99982012108055,-69.99940903374642,-69.99982849259506,-69.9999136552496,-69.99964679239754,-69.99994718242542,-69.999972710801,-69.9998952791787
1464,-46.8,-69.99966333403675,-69.99982012089849,-69.99940903304957,-69.99982849215594,-69.99991365512074,-69.99964679150618,-69.99994718209096,-69.99997271061012,-69.99989527856675
1465,-46.75,-69.9996633337212,-69.99982012071719,-69.99940903235562,-69.99982849171865,-69.9999136549924,-69.99964679061851,-69.9999471817579,-69.99997271042004,-69.99989527795735
1466,-46.7,-69.99966333340697,-69.99982012053665,-69.99940903166454,-69.99982849128317,-69.9999136548646,-69.99964678973454,-69.99994718142622,-69.99997271023074,-69.99989527735048
1467,-46.64999999999999,-69.99966333309403,-69.99982012035686,-69.99940903097632,-69.9998284908495,-69.99991365473734,-69.99964678885424,-69.99994718109592,-69.99997271004221,-69.99989527674612
1468,-46.599999999999994,-69.9996633327824,-69.99982012017782,-69.99940903029098,-69.99982849041763,-69.99991365461061,-69.9996467879776,-69.999947180767,-69.99997270985449,-69.99989527614427
1469,-46.55,-69.99966333247207,-69.99982011999951,-69.99940902960847,-69.99982848998755,-69.9999136544844,-69.99964678710458,-69.99994718043943,-69.99997270966753,-69.99989527554492
1470,-46.5,-69.99966333216302,-69.99982011982196,-69.9994090289288,-69.99982848955925,-69.9999136543587,-69.9996467862352,-69.99994718011322,-69.99997270948136,-69.99989527494805
1471,-46.45,-69.99966333185526,-69.99982011964514,-69.99940902825195,-69.99982848913274,-69.99991365423355,-69.99964678536944,-69.99994717978838,-69.99997270929595,-69.99989527435366
1472,-46.39999999999999,-69.99966333154879,-69.99982011946905,-69.99940902757791,-69.99982848870799,-69.99991365410891,-69.99964678450726,-69.99994717946487,-69.99997270911132,-69.99989527376174
1473,-46.349999999999994,-69.99966333124357,-69.9998201192937,-69.99940902690666,-69.99982848828502,-69.99991365398479,-69.99964678364866,-69.99994717914271,-69.99997270892744,-69.99989527317227
1474,-46.3,-69.99966333093963,-69.99982011911908,-69.99940902623821,-69.9998284878638,-69.99991365386119,-69.99964678279362,-69.99994717882188,-69.99997270874434,-69.99989527258525
1475,-46.25,-69.99966333063695,-69.9998201189452,-69.99940902557253,-69.99982848744432,-69.99991365373809,-69.99964678194215,-69.9999471785024,-69.999972708562,-69.99989527200067
1476,-46.2,-69.99966333033552,-69.99982011877202,-69.99940902490961,-69.99982848702659,-69.99991365361551,-69.9996467810942,-69.99994717818423,-69.99997270838041,-69.99989527141851
1477,-46.14999999999999,-69.99966333003536,-69.99982011859956,-69.99940902424945,-69.99982848661058,-69.99991365349344,-69.99964678024978,-69.99994717786738,-69.99997270819958,-69.99989527083876
1478,-46.099999999999994,-69.99966332973644,-69.99982011842782,-69.99940902359202,-69.99982848619631,-69.99991365337188,-69.99964677940885,-69.99994717755185,-69.9999727080195,-69.99989527026143
1479,-46.05,-69.99966332943876,-69.9998201182568,-69.99940902293733,-69.99982848578377,-69.99991365325081,-69.99964677857142,-69.99994717723763,-69.99997270784016,-69.99989526968649
1480,-46.0,-69.99966332914231,-69.9998201180865,-69.99940902228536,-69.99982848537293,-69.99991365313026,-69.99964677773747,-69.9999471769247,-69.99997270766157,-69.99989526911394
1481,-45.95,-69.9996633288471,-69.9998201179169,-69.9994090216361,-69.9998284849638,-69.99991365301021,-69.99964677690699,-69.99994717661309,-69.99997270748372,-69.99989526854377
1482,-45.89999999999999,-69.99966332855311,-69.999820117748,-69.99940902098952,-69.99982848455636,-69.99991365289065,-69.99964677607994,-69.99994717630277,-69.99997270730661,-69.99989526797596
1483,-45.849999999999994,-69.99966332826035,-69.99982011757982,-69.99940902034562,-69.99982848415061,-69.9999136527716,-69.99964677525634,-69.99994717599373,-69.99997270713024,-69.99989526741051
1484,-45.8,-69.9996633279688,-69.99982011741231,-69.99940901970442,-69.99982848374655,-69.99991365265304,-69.99964677443614,-69.99994717568597,-69.9999727069546,-69.9998952668474
1485,-45.75,-69.99966332767846,-69.99982011724552,-69.99940901906585,-69.99982848334417,-69.99991365253497,-69.99964677361936,-69.9999471753795,-69.99997270677967,-69.99989526628663
1486,-45.7,-69.99966332738933,-69.99982011707942,-69.99940901842994,-69.99982848294347,-69.99991365241739,-69.99964677280597,-69.9999471750743,-69.99997270660548,-69.99989526572818
1487,-45.64999999999999,-69.9996633271014,-69.99982011691401,-69.99940901779668,-69.99982848254442,-69.99991365230031,-69.99964677199597,-69.99994717477036,-69.999972706432,-69.99989526517206
1488,-45.599999999999994,-69.99966332681466,-69.99982011674928,-69.99940901716604,-69.99982848214704,-69.99991365218371,-69.99964677118932,-69.99994717446768,-69.99997270625926,-69.99989526461825
1489,-45.55,-69.99966332652912,-69.99982011658524,-69.99940901653802,-69.9998284817513,-69.99991365206759,-69.99964677038601,-69.99994717416625,-69.99997270608723,-69.99989526406672
1490,-45.5,-69.99966332624476,-69.99982011642187,-69.99940901591262,-69.9998284813572,-69.99991365195196,-69.99964676958605,-69.99994717386608,-69.99997270591592,-69.99989526351749
1491,-45.45,-69.99966332596158,-69.9998201162592,-69.9994090152898,-69.99982848096474,-69.9999136518368,-69.9996467687894,-69.99994717356715,-69.99997270574532,-69.99989526297054
1492,-45.39999999999999,-69.99966332567958,-69.9998201160972,-69.99940901466957,-69.99982848057391,-69.99991365172212,-69.99964676799607,-69.99994717326946,-69.99997270557543,-69.99989526242587
1493,-45.349999999999994,-69.99966332539876,-69.99982011593586,-69.9994090140519,-69.9998284801847,-69.99991365160793,-69.99964676720603,-69.99994717297301,-69.99997270540624,-69.99989526188345
1494,-45.3,-69.99966332511909,-69.99982011577521,-69.99940901343682,-69.9998284797971,-69.99991365149421,-69.99964676641926,-69.99994717267779,-69.99997270523775,-69.99989526134328
1495,-45.25,-69.99966332484058,-69.99982011561522,-69.99940901282427,-69.99982847941112,-69.99991365138096,-69.99964676563577,-69.9999471723838,-69.99997270506996,-69.99989526080536
1496,-45.2,-69.99966332456324,-69.99982011545589,-69.99940901221429,-69.99982847902675,-69.99991365126819,-69.99964676485553,-69.99994717209103,-69.99997270490287,-69.99989526026967
1497,-45.14999999999999,-69.99966332428706,-69.99982011529723,-69.99940901160682,-69.99982847864396,-69.99991365115588,-69.99964676407852,-69.99994717179948,-69.99997270473648,-69.99989525973619
1498,-45.099999999999994,-69.999663324012,-69.99982011513922,-69.99940901100187,-69.99982847826277,-69.99991365104404,-69.99964676330475,-69.99994717150913,-69.99997270457077,-69.99989525920493
1499,-45.05,-69.9996633237381,-69.99982011498187,-69.99940901039945,-69.99982847788316,-69.99991365093265,-69.99964676253418,-69.99994717121999,-69.99997270440575,-69.99989525867588
1500,-45.0,-69.99966332346534,-69.99982011482518,-69.99940900979952,-69.99982847750512,-69.99991365082174,-69.99964676176683,-69.99994717093205,-69.99997270424142,-69.99989525814902
1501,-44.95,-69.99966332319372,-69.99982011466915,-69.99940900920208,-69.99982847712864,-69.99991365071129,-69.99964676100264,-69.9999471706453,-69.99997270407776,-69.99989525762436
1502,-44.89999999999999,-69.9996633229232,-69.99982011451375,-69.99940900860712,-69.99982847675375,-69.9999136506013,-69.99964676024163,-69.99994717035975,-69.99997270391479,-69.99989525710187
1503,-44.849999999999994,-69.99966332265382,-69.99982011435901,-69.99940900801462,-69.9998284763804,-69.99991365049176,-69.99964675948378,-69.99994717007537,-69.99997270375249,-69.99989525658154
1504,-44.8,-69.99966332238556,-69.9998201142049,-69.9994090074246,-69.9998284760086,-69.99991365038268,-69.99964675872909,-69.99994716979218,-69.99997270359087,-69.99989525606337
1505,-44.75,-69.99966332211841,-69.99982011405143,-69.99940900683701,-69.99982847563835,-69.99991365027405,-69.99964675797752,-69.99994716951016,-69.99997270342992,-69.99989525554736
1506,-44.7,-69.99966332185238,-69.99982011389861,-69.99940900625188,-69.99982847526964,-69.99991365016588,-69.99964675722907,-69.99994716922932,-69.99997270326963,-69.99989525503348
1507,-44.64999999999999,-69.99966332158745,-69.99982011374642,-69.99940900566916,-69.99982847490244,-69.99991365005815,-69.99964675648373,-69.99994716894963,-69.99997270311002,-69.99989525452175
1508,-44.599999999999994,-69.99966332132362,-69.99982011359486,-69.99940900508888,-69.99982847453678,-69.99991364995087,-69.99964675574148,-69.99994716867111,-69.99997270295106,-69.99989525401213
1509,-44.55,-69.99966332106088,-69.99982011344395,-69.999409004511,-69.99982847417265,-69.99991364984403,-69.99964675500232,-69.99994716839375,-69.99997270279276,-69.99989525350463
1510,-44.5,-69.99966332079923,-69.99982011329364,-69.99940900393551,-69.99982847381001,-69.99991364973765,-69.99964675426622,-69.99994716811753,-69.99997270263512,-69.99989525299924
1511,-44.45,-69.99966332053867,-69.99982011314397,-69.99940900336242,-69.99982847344889,-69.9999136496317,-69.99964675353318,-69.99994716784246,-69.99997270247813,-69.99989525249593
1512,-44.39999999999999,-69.9996633202792,-69.99982011299491,-69.9994090027917,-69.99982847308927,-69.99991364952619,-69.99964675280319,-69.99994716756854,-69.9999727023218,-69.99989525199473
1513,-44.349999999999994,-69.9996633200208,-69.99982011284648,-69.99940900222335,-69.99982847273114,-69.99991364942112,-69.99964675207623,-69.99994716729574,-69.9999727021661,-69.9998952514956
1514,-44.3,-69.99966331976347,-69.99982011269867,-69.99940900165736,-69.99982847237449,-69.99991364931648,-69.99964675135229,-69.99994716702409,-69.99997270201106,-69.99989525099855
1515,-44.25,-69.99966331950722,-69.99982011255146,-69.99940900109371,-69.99982847201932,-69.99991364921229,-69.99964675063134,-69.99994716675356,-69.99997270185666,-69.99989525050356
1516,-44.2,-69.99966331925202,-69.99982011240488,-69.99940900053241,-69.99982847166562,-69.99991364910854,-69.9996467499134,-69.99994716648415,-69.9999727017029,-69.99989525001061
1517,-44.14999999999999,-69.99966331899789,-69.99982011225889,-69.99940899997344,-69.9998284713134,-69.99991364900521,-69.99964674919843,-69.99994716621586,-69.99997270154978,-69.99989524951971
1518,-44.099999999999994,-69.99966331874482,-69.99982011211353,-69.99940899941679,-69.99982847096264,-69.99991364890231,-69.99964674848643,-69.99994716594868,-69.9999727013973,-69.99989524903086
1519,-44.05,-69.9996633184928,-69.99982011196875,-69.99940899886245,-69.99982847061334,-69.99991364879983,-69.99964674777739,-69.99994716568261,-69.99997270124544,-69.99989524854402
1520,-44.0,-69.99966331824182,-69.99982011182458,-69.99940899831041,-69.99982847026548,-69.99991364869778,-69.9996467470713,-69.99994716541765,-69.99997270109422,-69.99989524805922
1521,-43.95,-69.99966331799187,-69.99982011168102,-69.99940899776067,-69.99982846991908,-69.99991364859616,-69.99964674636811,-69.99994716515378,-69.99997270094363,-69.99989524757642
1522,-43.89999999999999,-69.99966331774299,-69.99982011153804,-69.9994089972132,-69.9998284695741,-69.99991364849495,-69.99964674566787,-69.99994716489103,-69.99997270079366,-69.99989524709562
1523,-43.849999999999994,-69.99966331749512,-69.99982011139566,-69.999408996668,-69.99982846923056,-69.99991364839417,-69.99964674497053,-69.99994716462935,-69.99997270064432,-69.99989524661683
1524,-43.8,-69.99966331724829,-69.99982011125388,-69.99940899612507,-69.99982846888845,-69.99991364829381,-69.99964674427608,-69.99994716436876,-69.99997270049559,-69.99989524614001
1525,-43.75,-69.99966331700247,-69.99982011111268,-69.99940899558439,-69.99982846854776,-69.99991364819387,-69.99964674358452,-69.99994716410926,-69.99997270034748,-69.99989524566519
1526,-43.7,-69.99966331675769,-69.99982011097208,-69.99940899504597,-69.99982846820848,-69.99991364809433,-69.99964674289582,-69.99994716385082,-69.99997270019999,-69.99989524519232
1527,-43.64999999999999,-69.99966331651392,-69.99982011083206,-69.99940899450976,-69.9998284678706,-69.99991364799521,-69.99964674220999,-69.99994716359346,-69.9999727000531,-69.99989524472142
1528,-43.599999999999994,-69.99966331627115,-69.99982011069261,-69.99940899397579,-69.99982846753413,-69.99991364789652,-69.999646741527,-69.99994716333717,-69.99997269990683,-69.99989524425247
1529,-43.55,-69.9996633160294,-69.99982011055374,-69.99940899344404,-69.99982846719907,-69.99991364779822,-69.99964674084684,-69.99994716308194,-69.99997269976117,-69.99989524378547
1530,-43.5,-69.99966331578865,-69.99982011041546,-69.99940899291448,-69.99982846686538,-69.99991364770034,-69.99964674016952,-69.99994716282777,-69.99997269961611,-69.99989524332041
1531,-43.45,-69.9996633155489,-69.99982011027775,-69.99940899238713,-69.99982846653309,-69.99991364760287,-69.999646739495,-69.99994716257466,-69.99997269947166,-69.99989524285728
1532,-43.39999999999999,-69.99966331531016,-69.9998201101406,-69.99940899186197,-69.99982846620217,-69.99991364750579,-69.99964673882329,-69.9999471623226,-69.9999726993278,-69.99989524239606
1533,-43.349999999999994,-69.9996633150724,-69.99982011000404,-69.999408991339,-69.99982846587262,-69.99991364740913,-69.99964673815435,-69.99994716207158,-69.99997269918454,-69.99989524193677
1534,-43.3,-69.99966331483563,-69.99982010986804,-69.99940899081818,-69.99982846554445,-69.99991364731287,-69.9996467374882,-69.99994716182161,-69.99997269904188,-69.99989524147938
1535,-43.25,-69.99966331459983,-69.99982010973261,-69.99940899029953,-69.99982846521765,-69.999913647217,-69.99964673682483,-69.99994716157268,-69.9999726988998,-69.99989524102389
1536,-43.19999999999999,-69.99966331436502,-69.99982010959774,-69.99940898978303,-69.99982846489219,-69.99991364712153,-69.9996467361642,-69.99994716132477,-69.99997269875831,-69.9998952405703
1537,-43.14999999999999,-69.99966331413118,-69.99982010946343,-69.99940898926869,-69.99982846456808,-69.99991364702646,-69.9996467355063,-69.9999471610779,-69.99997269861741,-69.99989524011858
1538,-43.099999999999994,-69.99966331389832,-69.99982010932966,-69.99940898875647,-69.99982846424533,-69.99991364693177,-69.99964673485114,-69.99994716083205,-69.9999726984771,-69.99989523966873
1539,-43.05,-69.99966331366643,-69.99982010919646,-69.99940898824637,-69.9998284639239,-69.99991364683748,-69.9996467341987,-69.99994716058723,-69.99997269833736,-69.99989523922075
1540,-43.0,-69.99966331343549,-69.99982010906382,-69.9994089877384,-69.99982846360382,-69.9999136467436,-69.99964673354899,-69.99994716034341,-69.9999726981982,-69.99989523877463
1541,-42.94999999999999,-69.99966331320552,-69.99982010893173,-69.99940898723254,-69.99982846328507,-69.99991364665009,-69.99964673290195,-69.9999471601006,-69.99997269805964,-69.99989523833035
1542,-42.89999999999999,-69.9996633129765,-69.99982010880018,-69.99940898672878,-69.99982846296763,-69.99991364655698,-69.9996467322576,-69.9999471598588,-69.99997269792163,-69.99989523788793
1543,-42.849999999999994,-69.99966331274842,-69.99982010866918,-69.99940898622711,-69.99982846265152,-69.99991364646425,-69.99964673161593,-69.99994715961802,-69.9999726977842,-69.99989523744733
1544,-42.8,-69.9996633125213,-69.99982010853873,-69.99940898572751,-69.99982846233671,-69.99991364637191,-69.99964673097692,-69.99994715937822,-69.99997269764735,-69.99989523700857
1545,-42.75,-69.99966331229513,-69.99982010840881,-69.99940898522999,-69.99982846202322,-69.99991364627995,-69.99964673034056,-69.99994715913942,-69.99997269751107,-69.99989523657163
